Column1,Season,Episode,Sentence,Name,Allegiance ,N_serie,N_Season,Emision Date
9573,Season 3,the bear and the maiden fair,Hes a Lannister,Sansa Stark,House Stark,27,7,12/5/2013
9574,Season 3,the bear and the maiden fair,"Far from the worst Lannister, wouldnt you say?",Margaery Tyrell,House Tyrell,27,7,12/5/2013
9575,Season 3,the bear and the maiden fair,Im sorry Here I am complaining to you,Sansa Stark,House Stark,27,7,12/5/2013
9576,Season 3,the bear and the maiden fair,"My son will be king Sons learn from their mothers I plan to teach mine a great deal And your son, if Im not mistaken, your son might be the Lord of Casterly Rock and the North someday What?",Margaery Tyrell,House Tyrell,27,7,12/5/2013
9577,Season 3,the bear and the maiden fair,My son with him Ill have to well have to-,Sansa Stark,House Stark,27,7,12/5/2013
9578,Season 3,the bear and the maiden fair,If its the pain youre worried about-,Margaery Tyrell,House Tyrell,27,7,12/5/2013
9579,Season 3,the bear and the maiden fair,Im not afraid of the pain Not after what Joffreys done to me,Sansa Stark,House Stark,27,7,12/5/2013
9580,Season 3,the bear and the maiden fair,"What is it, then? Hes rather good-looking even with the scar Especially with the scar",Margaery Tyrell,House Tyrell,27,7,12/5/2013
9581,Season 3,the bear and the maiden fair,Hes a dwarf And Loras Loras,Sansa Stark,House Stark,27,7,12/5/2013
9582,Season 3,the bear and the maiden fair,"Some women like tall men Some like short men Some like hairy men Some like bald men Gentle men, rough men, ugly men, pretty men, pretty girls Most women dont know what they like until theyve tried it And, sadly, so many of us get to try so little before were old and gray Tyrion may surprise you From what Ive heard, hes quite experienced",Margaery Tyrell,House Tyrell,27,7,12/5/2013
9583,Season 3,the bear and the maiden fair,And thats a good thing?,Sansa Stark,House Stark,27,7,12/5/2013
9584,Season 3,the bear and the maiden fair,"It can be Were very complicated, you know Pleasing us takes practice",Margaery Tyrell,House Tyrell,27,7,12/5/2013
9585,Season 3,the bear and the maiden fair,How do you know all this? Did your mother teach you?,Sansa Stark,House Stark,27,7,12/5/2013
9586,Season 3,the bear and the maiden fair,"Yes, sweet girl My mother taught me",Margaery Tyrell,House Tyrell,27,7,12/5/2013
9587,Season 3,the bear and the maiden fair,Shes a child,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9588,Season 3,the bear and the maiden fair,Shes a foot taller than you,Bronn,House Lannister,27,7,12/5/2013
9589,Season 3,the bear and the maiden fair,A tall child,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9590,Season 3,the bear and the maiden fair,Whats the youngest youve ever had?,Bronn,House Lannister,27,7,12/5/2013
9591,Season 3,the bear and the maiden fair,Not that young,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9592,Season 3,the bear and the maiden fair,How much older?,Bronn,House Lannister,27,7,12/5/2013
9593,Season 3,the bear and the maiden fair,Older,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9594,Season 3,the bear and the maiden fair,"Youre a lord, shes a lady And a beauty at that I dont see the problem",Bronn,House Lannister,27,7,12/5/2013
9595,Season 3,the bear and the maiden fair,Shae isnt going to like it,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9596,Season 3,the bear and the maiden fair,Shae is a whore Are you gonna marry her? Eh? How did marrying a whore work out for you the first time?,Bronn,House Lannister,27,7,12/5/2013
9597,Season 3,the bear and the maiden fair,I should never have told you about that,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9598,Season 3,the bear and the maiden fair,"You want Shae, keep her Wed one and bed the other All you have to do is get a son in the Stark girl Hell be Lord of Winterfell one day You can rule the North in his name Youll have two women and a whole kingdom of your own",Bronn,House Lannister,27,7,12/5/2013
9599,Season 3,the bear and the maiden fair,Two women to despise me and a whole kingdom to join them,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9600,Season 3,the bear and the maiden fair,"You waste time trying to get people to love you, youll end up the most popular dead man in town You want to fuck that Stark girl You just dont want to admit it",Bronn,House Lannister,27,7,12/5/2013
9601,Season 3,the bear and the maiden fair,I dont pay you to put evil notions in my head The ones already there dont need company,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9602,Season 3,the bear and the maiden fair,You pay me to kill people who bother you Evil notions come free,Bronn,House Lannister,27,7,12/5/2013
9603,Season 3,the bear and the maiden fair,Your Grace,Tywin Lannister,House Lannister,27,7,12/5/2013
9604,Season 3,the bear and the maiden fair,Grandfather,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9605,Season 3,the bear and the maiden fair,You wanted to speak to me?,Tywin Lannister,House Lannister,27,7,12/5/2013
9606,Season 3,the bear and the maiden fair,Yes Id like a report on the meetings of my small council,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9607,Season 3,the bear and the maiden fair,"Youre welcome to attend the meetings of your small council, Your Grace Any or all of them",Tywin Lannister,House Lannister,27,7,12/5/2013
9608,Season 3,the bear and the maiden fair,Ive been very busy Many important matters require a kings attention,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9609,Season 3,the bear and the maiden fair,Of course,Tywin Lannister,House Lannister,27,7,12/5/2013
9610,Season 3,the bear and the maiden fair,Youve been holding the council meetings in the Tower of the Hand instead of the small council chamber,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9611,Season 3,the bear and the maiden fair,"I have, yes",Tywin Lannister,House Lannister,27,7,12/5/2013
9612,Season 3,the bear and the maiden fair,May I ask why?,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9613,Season 3,the bear and the maiden fair,"The Tower of the Hand is where I work To walk from there to here would take time, time I could otherwise spend productively",Tywin Lannister,House Lannister,27,7,12/5/2013
9614,Season 3,the bear and the maiden fair,"So if I wanted to attend a council meeting, I would now have to climb all the stairs in the Tower of the Hand?",Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9615,Season 3,the bear and the maiden fair,We could arrange to have you carried,Tywin Lannister,House Lannister,27,7,12/5/2013
9616,Season 3,the bear and the maiden fair,Tell me about the Targaryen girl in the east and her dragons,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9617,Season 3,the bear and the maiden fair,Where did you hear about this?,Tywin Lannister,House Lannister,27,7,12/5/2013
9618,Season 3,the bear and the maiden fair,Is it true?,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9619,Season 3,the bear and the maiden fair,Apparently so,Tywin Lannister,House Lannister,27,7,12/5/2013
9620,Season 3,the bear and the maiden fair,Dont you think we ought to do something about it?,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9621,Season 3,the bear and the maiden fair,"When I was Hand of the King under your fathers predecessor, the skulls of all the Targaryen dragons were kept in this room The skull of the last of them was right here It was the size of an apple",Tywin Lannister,House Lannister,27,7,12/5/2013
9622,Season 3,the bear and the maiden fair,And the biggest was the size of a carriage,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9623,Season 3,the bear and the maiden fair,"Yes, and the creature to whom it belonged died 300 years ago Curiosities on the far side of the world are no threat to us",Tywin Lannister,House Lannister,27,7,12/5/2013
9624,Season 3,the bear and the maiden fair,But how do we know these dragons are just curiosities and not the beasts that brought the whole world to heel?,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9625,Season 3,the bear and the maiden fair,Because we have been told as much by the many experts who serve the realm by counseling the king on matters about which he knows nothing,Tywin Lannister,House Lannister,27,7,12/5/2013
9626,Season 3,the bear and the maiden fair,But I havent been counseled,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9627,Season 3,the bear and the maiden fair,You are being counseled at this very moment,Tywin Lannister,House Lannister,27,7,12/5/2013
9628,Season 3,the bear and the maiden fair,I should be consulted about such things,Joffrey Baratheon,House Baratheon,27,7,12/5/2013
9629,Season 3,the bear and the maiden fair,"From now on, I will see to it that you are appropriately consulted on important matters whenever necessary Your Grace",Tywin Lannister,House Lannister,27,7,12/5/2013
9630,Season 3,the bear and the maiden fair,Yunkai The Yellow City,Jorah Mormont,House Targaryen,27,7,12/5/2013
9631,Season 3,the bear and the maiden fair,"The Yunkish train bed slaves, not soldiers We can defeat them",Barristan Selmy,House Targaryen,27,7,12/5/2013
9632,Season 3,the bear and the maiden fair,"On the field, with ease But they wont meet us on the field They have provisions, patience, and strong walls If theyre wise, theyll hide behind those walls and chip away at us, man by man",Jorah Mormont,House Targaryen,27,7,12/5/2013
9633,Season 3,the bear and the maiden fair,I dont want half my army killed before Ive crossed the Narrow Sea,Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9634,Season 3,the bear and the maiden fair,"We dont need Yunkai, khaleesi Taking this city will not bring you any closer to Westeros or the Iron Throne",Jorah Mormont,House Targaryen,27,7,12/5/2013
9635,Season 3,the bear and the maiden fair,How many slaves are there in Yunkai?,Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9636,Season 3,the bear and the maiden fair,"200,000 if not more",Jorah Mormont,House Targaryen,27,7,12/5/2013
9637,Season 3,the bear and the maiden fair,"Then we have 200,000 reasons to take the city",Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9638,Season 3,the bear and the maiden fair,"Send a man to the city gates Tell the slavers I will receive them here, and accept their surrender Otherwise, Yunkai will suffer the same fate as Astapor",Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9639,Season 3,the bear and the maiden fair,"Now comes the noble Razdal mo Eraz of that ancient and honorable house, master of men and speaker to savages, to offer terms of peace",Missandei,House Targaryen,27,7,12/5/2013
9640,Season 3,the bear and the maiden fair,"Noble lord, you are in the presence of Daenerys Stormborn of House Targaryen, Queen of the Andals and the First Men, Khaleesi of the Great Grass Sea, Breaker of Chains, and Mother of Dragons",Missandei,House Targaryen,27,7,12/5/2013
9641,Season 3,the bear and the maiden fair,You may approach Sit,Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9642,Season 3,the bear and the maiden fair,Will the noble lord take refreshment?,Missandei,House Targaryen,27,7,12/5/2013
9643,Season 3,the bear and the maiden fair,"Ancient and glorious is Yunkai Our empire was old before dragons stirred in old Valyria Many an army has broken against our walls You shall find no easy conquest here, khaleesi",Kraznys Mo Nakloz,Other,27,7,12/5/2013
9644,Season 3,the bear and the maiden fair,Good My Unsullied need practice I was told to blood them early,Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9645,Season 3,the bear and the maiden fair,"If blood is your desire, blood shall flow But why? Tis true you have committed savageries in Astapor But the Yunkai are a forgiving and generous people",Razdal mo Eraz,Other,27,7,12/5/2013
9646,Season 3,the bear and the maiden fair,The wise masters of Yunkai have sent a gift for the silver queen,Razdal mo Eraz,Other,27,7,12/5/2013
9647,Season 3,the bear and the maiden fair,There is far more than this awaiting you on the deck of your ship,Razdal mo Eraz,Other,27,7,12/5/2013
9648,Season 3,the bear and the maiden fair,My ship?,Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9649,Season 3,the bear and the maiden fair,"Yes, khaleesi As I said, we are a generous people You shall have as many ships as you require",Razdal mo Eraz,Other,27,7,12/5/2013
9650,Season 3,the bear and the maiden fair,And what do you ask in return?,Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9651,Season 3,the bear and the maiden fair,All we ask is that you make use of these ships Sail them back to Westeros where you belong and leave us to conduct our affairs in peace,Razdal mo Eraz,Other,27,7,12/5/2013
9652,Season 3,the bear and the maiden fair,I have a gift for you as well Your life,Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9653,Season 3,the bear and the maiden fair,My life?,Razdal mo Eraz,Other,27,7,12/5/2013
9654,Season 3,the bear and the maiden fair,"And the lives of your wise masters But I also want something in return You will release every slave in Yunkai Every man, woman, and child shall be given as much food, clothing, and property as they can carry as payment for their years of servitude Reject this gift, and I shall show you no mercy",Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9655,Season 3,the bear and the maiden fair,"You are mad We are not Astapor or Qarth We are Yunkai and we have powerful friends Friends who would take great pleasure in destroying you Those who survive, we shall enslave once more Perhaps well make a slave of you as well",Razdal mo Eraz,Other,27,7,12/5/2013
9656,Season 3,the bear and the maiden fair,You swore me safe conduct,Razdal mo Eraz,Other,27,7,12/5/2013
9657,Season 3,the bear and the maiden fair,"I did, but my dragons made no promises And you threatened their mother",Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9658,Season 3,the bear and the maiden fair,Take the gold,Razdal mo Eraz,Other,27,7,12/5/2013
9659,Season 3,the bear and the maiden fair,"My gold You gave it to me, remember? And I shall put it to good use Youd be wise to do the same with my gift to you Now get out",Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9660,Season 3,the bear and the maiden fair,The Yunkish are a proud people They will not bend,Barristan Selmy,House Targaryen,27,7,12/5/2013
9661,Season 3,the bear and the maiden fair,And what happens to things that dont bend? He said he had powerful friends Who was he talking about?,Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9662,Season 3,the bear and the maiden fair,I dont know,Jorah Mormont,House Targaryen,27,7,12/5/2013
9663,Season 3,the bear and the maiden fair,Find out,Daenerys Targaryen,House Targaryen,27,7,12/5/2013
9664,Season 3,the bear and the maiden fair,Chains?,Shae,Other,27,7,12/5/2013
9665,Season 3,the bear and the maiden fair,Solid gold from the mines outside Lannisport Smithed in Casterly Rock,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9666,Season 3,the bear and the maiden fair,Golden chains,Shae,Other,27,7,12/5/2013
9667,Season 3,the bear and the maiden fair,You could buy a ship with these,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9668,Season 3,the bear and the maiden fair,Do I need a ship?,Shae,Other,27,7,12/5/2013
9669,Season 3,the bear and the maiden fair,What?,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9670,Season 3,the bear and the maiden fair,Am I going somewhere?,Shae,Other,27,7,12/5/2013
9671,Season 3,the bear and the maiden fair,Of course youre not going anywhere,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9672,Season 3,the bear and the maiden fair,"So, am I invited to your wedding?",Shae,Other,27,7,12/5/2013
9673,Season 3,the bear and the maiden fair,I didnt ask for this marriage I didnt want it,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9674,Season 3,the bear and the maiden fair,No? Shes a beautiful girl You said so yourself,Shae,Other,27,7,12/5/2013
9675,Season 3,the bear and the maiden fair,"That doesnt mean that this is duty, not desire",Tyrion Lannister,House Targaryen,27,7,12/5/2013
9676,Season 3,the bear and the maiden fair,Is that what you will tell yourself when you fuck her?,Shae,Other,27,7,12/5/2013
9677,Season 3,the bear and the maiden fair,I dont have a choice My father-,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9678,Season 3,the bear and the maiden fair,Does not rule the world We can still go across the Narrow Sea,Shae,Other,27,7,12/5/2013
9679,Season 3,the bear and the maiden fair,What would I do there? Juggle? I am a Lannister of Casterly Rock,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9680,Season 3,the bear and the maiden fair,And Im Shae the funny whore,Shae,Other,27,7,12/5/2013
9681,Season 3,the bear and the maiden fair,My feelings for you have not changed I will marry Sansa Stark and do my duty by her,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9682,Season 3,the bear and the maiden fair,While I empty her chamber pot and lick your cock when youre bored?,Shae,Other,27,7,12/5/2013
9683,Season 3,the bear and the maiden fair,I swear to you it will not be like that,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9684,Season 3,the bear and the maiden fair,No? What will it be like?,Shae,Other,27,7,12/5/2013
9685,Season 3,the bear and the maiden fair,"I will buy you a good home somewhere in the city You will have fine clothes, guards to keep you safe, servants Any children we might have will be well provided for",Tyrion Lannister,House Targaryen,27,7,12/5/2013
9686,Season 3,the bear and the maiden fair,Children? You think I want children who can never see their father? Who would be killed in their sleep if their grandfather found out about them?,Shae,Other,27,7,12/5/2013
9687,Season 3,the bear and the maiden fair,"Listen Listen to me, my lady",Tyrion Lannister,House Targaryen,27,7,12/5/2013
9688,Season 3,the bear and the maiden fair,Im not your lady,Shae,Other,27,7,12/5/2013
9689,Season 3,the bear and the maiden fair,You are Youll always be my lady,Tyrion Lannister,House Targaryen,27,7,12/5/2013
9690,Season 3,the bear and the maiden fair,"Im your whore And when you are tired of fucking me, I will be nothing",Shae,Other,27,7,12/5/2013
9691,Season 3,the bear and the maiden fair,What happened?,Gendry Baratheon,House Baratheon,27,7,12/5/2013
9692,Season 3,the bear and the maiden fair,Wildfire I should have been here,Melisandre,Other,27,7,12/5/2013
9693,Season 3,the bear and the maiden fair,"After all the running and fighting, here I am, back where I started",Gendry Baratheon,House Baratheon,27,7,12/5/2013
9694,Season 3,the bear and the maiden fair,Do you miss it?,Melisandre,Other,27,7,12/5/2013
9695,Season 3,the bear and the maiden fair,Kings Landing?,Gendry Baratheon,House Baratheon,27,7,12/5/2013
9696,Season 3,the bear and the maiden fair,Your fathers house,Melisandre,Other,27,7,12/5/2013
9697,Season 3,the bear and the maiden fair,Never had a father Never wanted one,Gendry Baratheon,House Baratheon,27,7,12/5/2013
9698,Season 3,the bear and the maiden fair,Havent you ever wondered where your strength came from? Your talent for fighting?,Melisandre,Other,27,7,12/5/2013
9699,Season 3,the bear and the maiden fair,Im lowborn As low as can be My mother was a tavern wench,Gendry Baratheon,House Baratheon,27,7,12/5/2013
9700,Season 3,the bear and the maiden fair,"Mine was a slave So was I Bought and sold, scourged and branded, until the Lord of Light reached down, took me in his hand and raised me up",Melisandre,Other,27,7,12/5/2013
9701,Season 3,the bear and the maiden fair,I was born in Flea Bottom,Gendry Baratheon,House Baratheon,27,7,12/5/2013
9702,Season 3,the bear and the maiden fair,Your blood is noble,Melisandre,Other,27,7,12/5/2013
9703,Season 3,the bear and the maiden fair,"Are you saying my father, he was some lord or",Gendry Baratheon,House Baratheon,27,7,12/5/2013
9704,Season 3,the bear and the maiden fair,There Your fathers house,Melisandre,Other,27,7,12/5/2013
9705,Season 3,the bear and the maiden fair,Im just a bastard,Gendry Baratheon,House Baratheon,27,7,12/5/2013
9706,Season 3,the bear and the maiden fair,"The bastard of Robert of the House Baratheon, First of His Name, King of the Andals and the First Men Why do you think the gold cloaks wanted you? There is power in a kings blood",Melisandre,Other,27,7,12/5/2013
9707,Season 3,the bear and the maiden fair,"Come sit by the fire, child",Beric Dondarrion,Other,27,7,12/5/2013
9708,Season 3,the bear and the maiden fair,"Not talking, eh? Thats a first",Thoros of Myr,Other,27,7,12/5/2013
9709,Season 3,the bear and the maiden fair,I dont talk to traitors,Arya Stark,House Stark,27,7,12/5/2013
9710,Season 3,the bear and the maiden fair,I didnt like giving up the boy,Beric Dondarrion,Other,27,7,12/5/2013
9711,Season 3,the bear and the maiden fair,But you did You took the gold and you gave him up,Arya Stark,House Stark,27,7,12/5/2013
9712,Season 3,the bear and the maiden fair,"The Red God is the one true god Youve seen his power When he commands, we obey",Beric Dondarrion,Other,27,7,12/5/2013
9713,Season 3,the bear and the maiden fair,Hes not my one true god,Arya Stark,House Stark,27,7,12/5/2013
9714,Season 3,the bear and the maiden fair,No? Whos yours?,Beric Dondarrion,Other,27,7,12/5/2013
9715,Season 3,the bear and the maiden fair,Death,Arya Stark,House Stark,27,7,12/5/2013
9716,Season 3,the bear and the maiden fair,Spotted a Lannister raiding party,Anguy,Other,27,7,12/5/2013
9717,Season 3,the bear and the maiden fair,How many?,Beric Dondarrion,Other,27,7,12/5/2013
9718,Season 3,the bear and the maiden fair,No more than 20,Anguy,Other,27,7,12/5/2013
9719,Season 3,the bear and the maiden fair,How far?,Beric Dondarrion,Other,27,7,12/5/2013
9720,Season 3,the bear and the maiden fair,Less than a days ride south,Anguy,Other,27,7,12/5/2013
9721,Season 3,the bear and the maiden fair,"What do you say, boys? Time for a lion hunt?",Thoros of Myr,Other,27,7,12/5/2013
9723,Season 3,the bear and the maiden fair,But what about Riverrun? Its not south Its west of here,Arya Stark,House Stark,27,7,12/5/2013
9724,Season 3,the bear and the maiden fair,It will still be west of here two days from now,Thoros of Myr,Other,27,7,12/5/2013
9725,Season 3,the bear and the maiden fair,You swore,Arya Stark,House Stark,27,7,12/5/2013
9726,Season 3,the bear and the maiden fair,"To take you home, and I will But we need to do this first",Beric Dondarrion,Other,27,7,12/5/2013
9727,Season 3,the bear and the maiden fair,Why? So you can steal their gold?,Arya Stark,House Stark,27,7,12/5/2013
9728,Season 3,the bear and the maiden fair,"I swear to you, this isnt-",Beric Dondarrion,Other,27,7,12/5/2013
9729,Season 3,the bear and the maiden fair,"I dont care what you swear because youre a liar You lied to Gendry, you lied to me Youll lie to anyone I hope the Lannisters kill you all",Arya Stark,House Stark,27,7,12/5/2013
9730,Season 3,the bear and the maiden fair,"One day youll understand, but now-",Beric Dondarrion,Other,27,7,12/5/2013
9731,Season 3,the bear and the maiden fair,"Anguy, bring her back",Beric Dondarrion,Other,27,7,12/5/2013
9733,Season 3,the bear and the maiden fair,"Kick all you like, wolf girl Wont do you no good",Sandor Clegane,Other,27,7,12/5/2013
9734,Season 3,the bear and the maiden fair,I thought you were gone,Brienne of Tarth,House Stark,27,7,12/5/2013
9735,Season 3,the bear and the maiden fair,Tomorrow,Jaime Lannister,House Lannister,27,7,12/5/2013
9736,Season 3,the bear and the maiden fair,Have they told you what they plan to do with me?,Brienne of Tarth,House Stark,27,7,12/5/2013
9737,Season 3,the bear and the maiden fair,Lord Boltons traveling tomorrow as well Hes going to the Twins for Edmure Tullys wedding Youre to remain here,Jaime Lannister,House Lannister,27,7,12/5/2013
9738,Season 3,the bear and the maiden fair,With Locke?,Brienne of Tarth,House Stark,27,7,12/5/2013
9739,Season 3,the bear and the maiden fair,I owe you a debt,Jaime Lannister,House Lannister,27,7,12/5/2013
9740,Season 3,the bear and the maiden fair,"When Catelyn Stark released you, we both made a promise to her Now its your promise You gave your word Keep it and consider the debt paid",Brienne of Tarth,House Stark,27,7,12/5/2013
9741,Season 3,the bear and the maiden fair,I will return the Stark girls to their mother I swear it,Jaime Lannister,House Lannister,27,7,12/5/2013
9742,Season 3,the bear and the maiden fair,"Good-bye, Ser Jaime",Brienne of Tarth,House Stark,27,7,12/5/2013
9743,Season 3,the bear and the maiden fair,Here Let me,Maester Qyburn,House Lannister,27,7,12/5/2013
9744,Season 3,the bear and the maiden fair,It will take time,Maester Qyburn,House Lannister,27,7,12/5/2013
9745,Season 3,the bear and the maiden fair,Qyburn hopes your father will force the Citadel to give him back his chain,Roose Bolton,House Bolton,27,7,12/5/2013
9746,Season 3,the bear and the maiden fair,My father will make him Grand Maester if he grows me a new hand,Jaime Lannister,House Lannister,27,7,12/5/2013
9747,Season 3,the bear and the maiden fair,"You will give my regards to Lord Tywin, I trust?",Roose Bolton,House Bolton,27,7,12/5/2013
9748,Season 3,the bear and the maiden fair,Tell Robb Stark Im sorry I couldnt make his uncles wedding The Lannisters send their regards,Jaime Lannister,House Lannister,27,7,12/5/2013
9750,Season 3,the bear and the maiden fair,Shh,Myranda ,House Bolton,27,7,12/5/2013
9751,Season 3,the bear and the maiden fair,"Gentle, my lord Gentle",Violet,House Bolton,27,7,12/5/2013
9752,Season 3,the bear and the maiden fair,"Shh shh shh Myranda knows what shes doing Let her She trained as a septa, only she had other urges",Violet,House Bolton,27,7,12/5/2013
9753,Season 3,the bear and the maiden fair,"So did the septons, only they lied about it",Myranda ,House Bolton,27,7,12/5/2013
9754,Season 3,the bear and the maiden fair,Where is he?,Theon Greyjoy,House Targaryen,27,7,12/5/2013
9755,Season 3,the bear and the maiden fair,"Who, my lord?",Violet,House Bolton,27,7,12/5/2013
9756,Season 3,the bear and the maiden fair,"Theres no one here but you, me, and Violet",Myranda ,House Bolton,27,7,12/5/2013
9757,Season 3,the bear and the maiden fair,Please,Theon Greyjoy,House Targaryen,27,7,12/5/2013
9758,Season 3,the bear and the maiden fair,Dont you want us to see it?,Violet,House Bolton,27,7,12/5/2013
9759,Season 3,the bear and the maiden fair,"Oh, come on Let us see it Everybody talks about it",Myranda ,House Bolton,27,7,12/5/2013
9760,Season 3,the bear and the maiden fair,He sent you,Theon Greyjoy,House Targaryen,27,7,12/5/2013
9761,Season 3,the bear and the maiden fair,Who sent us?,Myranda ,House Bolton,27,7,12/5/2013
9762,Season 3,the bear and the maiden fair,"We sent ourselves, Lord Greyjoy",Violet,House Bolton,27,7,12/5/2013
9763,Season 3,the bear and the maiden fair,We heard so much about it,Myranda ,House Bolton,27,7,12/5/2013
9764,Season 3,the bear and the maiden fair,Please,Theon Greyjoy,House Targaryen,27,7,12/5/2013
9765,Season 3,the bear and the maiden fair,Oh! There it is,Violet,House Bolton,27,7,12/5/2013
9766,Season 3,the bear and the maiden fair,Oh Do you think were ugly? He thinks were ugly,Violet,House Bolton,27,7,12/5/2013
9767,Season 3,the bear and the maiden fair,"Well, hes been through so much Look at his poor face",Myranda ,House Bolton,27,7,12/5/2013
9768,Season 3,the bear and the maiden fair,Help me If he comes back,Theon Greyjoy,House Targaryen,27,7,12/5/2013
9769,Season 3,the bear and the maiden fair,We need to make him feel better,Violet,House Bolton,27,7,12/5/2013
9770,Season 3,the bear and the maiden fair,And how can we make him feel better?,Myranda ,House Bolton,27,7,12/5/2013
9771,Season 3,the bear and the maiden fair,I have an idea,Violet,House Bolton,27,7,12/5/2013
9772,Season 3,the bear and the maiden fair,"Oh, shes shy You know how they are, these religious girls",Violet,House Bolton,27,7,12/5/2013
9773,Season 3,the bear and the maiden fair,Maybe he doesnt know how we are,Myranda ,House Bolton,27,7,12/5/2013
9774,Season 3,the bear and the maiden fair,"Oh I felt something Oh, Lord Greyjoy",Myranda ,House Bolton,27,7,12/5/2013
9775,Season 3,the bear and the maiden fair,As good as they say?,Violet,House Bolton,27,7,12/5/2013
9776,Season 3,the bear and the maiden fair,Mmm,Myranda ,House Bolton,27,7,12/5/2013
9777,Season 3,the bear and the maiden fair,And why should you get all the fun?,Violet,House Bolton,27,7,12/5/2013
9778,Season 3,the bear and the maiden fair,What? You like her better?,Myranda ,House Bolton,27,7,12/5/2013
9779,Season 3,the bear and the maiden fair,Plenty there for both of us,Violet,House Bolton,27,7,12/5/2013
9780,Season 3,the bear and the maiden fair,I was here first,Myranda ,House Bolton,27,7,12/5/2013
9781,Season 3,the bear and the maiden fair,Im sorry Im sorry Terrible timing,Ramsay Bolton,House Bolton,27,7,12/5/2013
9782,Season 3,the bear and the maiden fair,But I was getting jealous,Ramsay Bolton,House Bolton,27,7,12/5/2013
9783,Season 3,the bear and the maiden fair,Well? Should we see this cock everyones always going on about?,Ramsay Bolton,House Bolton,27,7,12/5/2013
9784,Season 3,the bear and the maiden fair,Everyone knows you love girls I bet you always thought they loved you back,Ramsay Bolton,House Bolton,27,7,12/5/2013
9785,Season 3,the bear and the maiden fair,Your famous cock must be very precious to you Would you say its your most precious part?,Ramsay Bolton,House Bolton,27,7,12/5/2013
9786,Season 3,the bear and the maiden fair,"Please No No! Mercy, please! Please, mercy! Mercy",Theon Greyjoy,House Targaryen,27,7,12/5/2013
9787,Season 3,the bear and the maiden fair,This is mercy Im not killing you Just making a few alterations,Ramsay Bolton,House Bolton,27,7,12/5/2013
9788,Season 3,the bear and the maiden fair,"No! No! No! Please, no! No! No! No, please! Please",Theon Greyjoy,House Targaryen,27,7,12/5/2013
9789,Season 3,the bear and the maiden fair,Youre gonna scare it off,Jon Snow,House Stark,27,7,12/5/2013
9790,Season 3,the bear and the maiden fair,Im not gonna scare it Im gonna kill it,Ygritte,Free Folk,27,7,12/5/2013
9791,Season 3,the bear and the maiden fair,Its too far away,Jon Snow,House Stark,27,7,12/5/2013
9793,Season 3,the bear and the maiden fair,Is that a palace?,Ygritte,Free Folk,27,7,12/5/2013
9794,Season 3,the bear and the maiden fair,Its a windmill,Jon Snow,House Stark,27,7,12/5/2013
9795,Season 3,the bear and the maiden fair,Windmill Who built it? Some king?,Ygritte,Free Folk,27,7,12/5/2013
9796,Season 3,the bear and the maiden fair,Just the men who used to live here,Jon Snow,House Stark,27,7,12/5/2013
9797,Season 3,the bear and the maiden fair,"They must have been great builders, stacking stones so high",Ygritte,Free Folk,27,7,12/5/2013
